"year","genotype","N","Nmax","lmax","wmax","l","w"
"2004","geno3",7,19,42.16,5.9196,0.96,0.12752
"2004","geno3",7,19,42.16,5.9196,0.94,0.19463
"2004","geno3",7,19,42.16,5.9196,0.92,0.26007
"2004","geno3",7,19,42.16,5.9196,0.9,0.32168
"2004","geno3",7,19,42.16,5.9196,0.88,0.36745
"2004","geno3",7,19,42.16,5.9196,0.86,0.4094
"2004","geno3",7,19,42.16,5.9196,0.84,0.4547
"2004","geno3",7,19,42.16,5.9196,0.82,0.5
"2004","geno3",7,19,42.16,5.9196,0.8,0.52349
"2004","geno3",7,19,42.16,5.9196,0.78,0.56879
"2004","geno3",7,19,42.16,5.9196,0.76,0.61745
"2004","geno3",7,19,42.16,5.9196,0.74,0.63758
"2004","geno3",7,19,42.16,5.9196,0.72,0.67785
"2004","geno3",7,19,42.16,5.9196,0.7,0.7047
"2004","geno3",7,19,42.16,5.9196,0.68,0.73993
"2004","geno3",7,19,42.16,5.9196,0.66,0.77349
"2004","geno3",7,19,42.16,5.9196,0.64,0.79581
"2004","geno3",7,19,42.16,5.9196,0.62,0.81879
"2004","geno3",7,19,42.16,5.9196,0.6,0.83389
"2004","geno3",7,19,42.16,5.9196,0.58,0.8406
"2004","geno3",7,19,42.16,5.9196,0.56,0.86242
"2004","geno3",7,19,42.16,5.9196,0.54,0.86409
"2004","geno3",7,19,42.16,5.9196,0.52,0.86242
"2004","geno3",7,19,42.16,5.9196,0.5,0.88054
"2004","geno3",7,19,42.16,5.9196,0.48,0.88591
"2004","geno3",7,19,42.16,5.9196,0.46,0.88758
"2004","geno3",7,19,42.16,5.9196,0.44,0.90604
"2004","geno3",7,19,42.16,5.9196,0.42,0.89572
"2004","geno3",7,19,42.16,5.9196,0.4,0.90604
"2004","geno3",7,19,42.16,5.9196,0.38,0.9245
"2004","geno3",7,19,42.16,5.9196,0.36,0.9245
"2004","geno3",7,19,42.16,5.9196,0.34,0.93121
"2004","geno3",7,19,42.16,5.9196,0.32,0.9547
"2004","geno3",7,19,42.16,5.9196,0.3,0.97651
"2004","geno3",7,19,42.16,5.9196,0.28,0.99497
"2004","geno3",7,19,42.16,5.9196,0.26,1
"2004","geno3",7,19,42.16,5.9196,0.24,0.99631
"2004","geno3",7,19,42.16,5.9196,0.22,0.97651
"2004","geno3",7,19,42.16,5.9196,0.2,0.97148
"2004","geno3",7,19,42.16,5.9196,0.18,0.95134
"2004","geno3",7,19,42.16,5.9196,0.16,0.93121
"2004","geno3",7,19,42.16,5.9196,0.14,0.91319
"2004","geno3",7,19,42.16,5.9196,0.12,0.89262
"2004","geno3",7,19,42.16,5.9196,0.1,0.89262
"2004","geno3",7,19,42.16,5.9196,0.08,0.88591
"2004","geno3",7,19,42.16,5.9196,0.0599999999999999,0.88591
"2004","geno3",7,19,42.16,5.9196,0.04,0.86409
"2004","geno3",7,19,42.16,5.9196,0.02,0.84396
"2004","geno3",7,19,42.16,5.9196,0,0.83389
"2004","geno3",10,19,59.6,10.1899,1,0
"2004","geno3",10,19,59.6,10.1899,0.98,0.027384
"2004","geno3",10,19,59.6,10.1899,0.96,0.04031
"2004","geno3",10,19,59.6,10.1899,0.94,0.089147
"2004","geno3",10,19,59.6,10.1899,0.92,0.1405
"2004","geno3",10,19,59.6,10.1899,0.9,0.19186
"2004","geno3",10,19,59.6,10.1899,0.88,0.24225
"2004","geno3",10,19,59.6,10.1899,0.86,0.2936
"2004","geno3",10,19,59.6,10.1899,0.84,0.33043
"2004","geno3",10,19,59.6,10.1899,0.82,0.31589
"2004","geno3",10,19,59.6,10.1899,0.8,0.33043
"2004","geno3",10,19,59.6,10.1899,0.78,0.34399
"2004","geno3",10,19,59.6,10.1899,0.76,0.35853
"2004","geno3",10,19,59.6,10.1899,0.74,0.40213
"2004","geno3",10,19,59.6,10.1899,0.72,0.4593
"2004","geno3",10,19,59.6,10.1899,0.7,0.5156
"2004","geno3",10,19,59.6,10.1899,0.68,0.54554
"2004","geno3",10,19,59.6,10.1899,0.66,0.58818
"2004","geno3",10,19,59.6,10.1899,0.64,0.64112
"2004","geno3",10,19,59.6,10.1899,0.62,0.65988
"2004","geno3",10,19,59.6,10.1899,0.6,0.65988
"2004","geno3",10,19,59.6,10.1899,0.58,0.69529
"2004","geno3",10,19,59.6,10.1899,0.56,0.71705
"2004","geno3",10,19,59.6,10.1899,0.54,0.73548
"2004","geno3",10,19,59.6,10.1899,0.52,0.77519
"2004","geno3",10,19,59.6,10.1899,0.5,0.79021
"2004","geno3",10,19,59.6,10.1899,0.48,0.83236
"2004","geno3",10,19,59.6,10.1899,0.46,0.8469
"2004","geno3",10,19,59.6,10.1899,0.44,0.88733
"2004","geno3",10,19,59.6,10.1899,0.42,0.90407
"2004","geno3",10,19,59.6,10.1899,0.4,0.9186
"2004","geno3",10,19,59.6,10.1899,0.38,0.9186
"2004","geno3",10,19,59.6,10.1899,0.36,0.94671
"2004","geno3",10,19,59.6,10.1899,0.34,0.96124
"2004","geno3",10,19,59.6,10.1899,0.32,0.96124
"2004","geno3",10,19,59.6,10.1899,0.3,0.94671
"2004","geno3",10,19,59.6,10.1899,0.28,0.95833
"2004","geno3",10,19,59.6,10.1899,0.26,0.96124
"2004","geno3",10,19,59.6,10.1899,0.24,0.9719
"2004","geno3",10,19,59.6,10.1899,0.22,0.98643
"2004","geno3",10,19,59.6,10.1899,0.2,0.98643
"2004","geno3",10,19,59.6,10.1899,0.18,1
"2004","geno3",10,19,59.6,10.1899,0.16,1
"2004","geno3",10,19,59.6,10.1899,0.14,0.98643
"2004","geno3",10,19,59.6,10.1899,0.12,0.9719
"2004","geno3",10,19,59.6,10.1899,0.1,0.9719
"2004","geno3",10,19,59.6,10.1899,0.08,0.96756
"2004","geno3",10,19,59.6,10.1899,0.0599999999999999,0.94031
"2004","geno3",10,19,59.6,10.1899,0.04,0.9157
"2004","geno3",10,19,59.6,10.1899,0.02,0.91453
"2004","geno3",10,19,59.6,10.1899,0,0.9157
"2004","geno3",11,19,64.46,11.2928,1,0
"2004","geno3",11,19,64.46,11.2928,0.98,0.049953
"2004","geno3",11,19,64.46,11.2928,0.96,0.08883
"2004","geno3",11,19,64.46,11.2928,0.94,0.13126
"2004","geno3",11,19,64.46,11.2928,0.92,0.16974
"2004","geno3",11,19,64.46,11.2928,0.9,0.21988
"2004","geno3",11,19,64.46,11.2928,0.88,0.25594
"2004","geno3",11,19,64.46,11.2928,0.86,0.28144
"2004","geno3",11,19,64.46,11.2928,0.84,0.34301
"2004","geno3",11,19,64.46,11.2928,0.82,0.39226
"2004","geno3",11,19,64.46,11.2928,0.8,0.43887
"2004","geno3",11,19,64.46,11.2928,0.78,0.48813
"2004","geno3",11,19,64.46,11.2928,0.76,0.55057
"2004","geno3",11,19,64.46,11.2928,0.74,0.59982
"2004","geno3",11,19,64.46,11.2928,0.72,0.62533
"2004","geno3",11,19,64.46,11.2928,0.7,0.66249
"2004","geno3",11,19,64.46,11.2928,0.68,0.69492
"2004","geno3",11,19,64.46,11.2928,0.66,0.7124
"2004","geno3",11,19,64.46,11.2928,0.64,0.74142
"2004","geno3",11,19,64.46,11.2928,0.62,0.78595
"2004","geno3",11,19,64.46,11.2928,0.6,0.80563
"2004","geno3",11,19,64.46,11.2928,0.58,0.8277
"2004","geno3",11,19,64.46,11.2928,0.56,0.85224
"2004","geno3",11,19,64.46,11.2928,0.54,0.86456
"2004","geno3",11,19,64.46,11.2928,0.52,0.87775
"2004","geno3",11,19,64.46,11.2928,0.5,0.88918
"2004","geno3",11,19,64.46,11.2928,0.48,0.91381
"2004","geno3",11,19,64.46,11.2928,0.46,0.92552
"2004","geno3",11,19,64.46,11.2928,0.44,0.93755
"2004","geno3",11,19,64.46,11.2928,0.42,0.95866
"2004","geno3",11,19,64.46,11.2928,0.4,0.97186
"2004","geno3",11,19,64.46,11.2928,0.38,0.99736
"2004","geno3",11,19,64.46,11.2928,0.36,0.98417
"2004","geno3",11,19,64.46,11.2928,0.34,0.97894
"2004","geno3",11,19,64.46,11.2928,0.32,0.98769
"2004","geno3",11,19,64.46,11.2928,0.3,0.98769
"2004","geno3",11,19,64.46,11.2928,0.28,0.98769
"2004","geno3",11,19,64.46,11.2928,0.26,0.9876
"2004","geno3",11,19,64.46,11.2928,0.24,0.98153
"2004","geno3",11,19,64.46,11.2928,0.22,0.96306
"2004","geno3",11,19,64.46,11.2928,0.2,0.96306
"2004","geno3",11,19,64.46,11.2928,0.18,0.94283
"2004","geno3",11,19,64.46,11.2928,0.16,0.94283
"2004","geno3",11,19,64.46,11.2928,0.14,0.93481
"2004","geno3",11,19,64.46,11.2928,0.12,0.92084
"2004","geno3",11,19,64.46,11.2928,0.1,0.90765
"2004","geno3",11,19,64.46,11.2928,0.08,0.89534
"2004","geno3",11,19,64.46,11.2928,0.0599999999999999,0.89534
"2004","geno3",11,19,64.46,11.2928,0.04,0.89534
"2004","geno3",11,19,64.46,11.2928,0.02,0.85585
"2004","geno3",11,19,64.46,11.2928,0,0.79244
"2004","geno3",12,19,63.59,11.6251,1,0
"2004","geno3",12,19,63.59,11.6251,0.98,0.050088
"2004","geno3",12,19,63.59,11.6251,0.96,0.10281
"2004","geno3",12,19,63.59,11.6251,0.94,0.16941
"2004","geno3",12,19,63.59,11.6251,0.92,0.22496
"2004","geno3",12,19,63.59,11.6251,0.9,0.28353
"2004","geno3",12,19,63.59,11.6251,0.88,0.33592
"2004","geno3",12,19,63.59,11.6251,0.86,0.38907
"2004","geno3",12,19,63.59,11.6251,0.84,0.43576
"2004","geno3",12,19,63.59,11.6251,0.82,0.49043
"2004","geno3",12,19,63.59,11.6251,0.8,0.55009
"2004","geno3",12,19,63.59,11.6251,0.78,0.58699
"2004","geno3",12,19,63.59,11.6251,0.76,0.62566
"2004","geno3",12,19,63.59,11.6251,0.74,0.66432
"2004","geno3",12,19,63.59,11.6251,0.72,0.67663
"2004","geno3",12,19,63.59,11.6251,0.7,0.72663
"2004","geno3",12,19,63.59,11.6251,0.68,0.77764
"2004","geno3",12,19,63.59,11.6251,0.66,0.79701
"2004","geno3",12,19,63.59,11.6251,0.64,0.82074
"2004","geno3",12,19,63.59,11.6251,0.62,0.84534
"2004","geno3",12,19,63.59,11.6251,0.6,0.8638
"2004","geno3",12,19,63.59,11.6251,0.58,0.87819
"2004","geno3",12,19,63.59,11.6251,0.56,0.89016
"2004","geno3",12,19,63.59,11.6251,0.54,0.91213
"2004","geno3",12,19,63.59,11.6251,0.52,0.92443
"2004","geno3",12,19,63.59,11.6251,0.5,0.92882
"2004","geno3",12,19,63.59,11.6251,0.48,0.942
"2004","geno3",12,19,63.59,11.6251,0.46,0.95518
"2004","geno3",12,19,63.59,11.6251,0.44,0.971
"2004","geno3",12,19,63.59,11.6251,0.42,0.95782
"2004","geno3",12,19,63.59,11.6251,0.4,0.97364
"2004","geno3",12,19,63.59,11.6251,0.38,0.98682
"2004","geno3",12,19,63.59,11.6251,0.36,0.97979
"2004","geno3",12,19,63.59,11.6251,0.34,0.97979
"2004","geno3",12,19,63.59,11.6251,0.32,0.98682
"2004","geno3",12,19,63.59,11.6251,0.3,0.99209
"2004","geno3",12,19,63.59,11.6251,0.28,0.99209
"2004","geno3",12,19,63.59,11.6251,0.26,1
"2004","geno3",12,19,63.59,11.6251,0.24,0.98682
"2004","geno3",12,19,63.59,11.6251,0.22,0.99649
"2004","geno3",12,19,63.59,11.6251,0.2,0.99385
"2004","geno3",12,19,63.59,11.6251,0.18,0.97979
"2004","geno3",12,19,63.59,11.6251,0.16,0.99209
"2004","geno3",12,19,63.59,11.6251,0.14,0.97452
"2004","geno3",12,19,63.59,11.6251,0.12,0.99385
"2004","geno3",12,19,63.59,11.6251,0.1,0.96578
"2004","geno3",12,19,63.59,11.6251,0.08,0.97452
"2004","geno3",12,19,63.59,11.6251,0.0599999999999999,0.9735
"2004","geno3",12,19,63.59,11.6251,0.04,0.93761
"2004","geno3",12,19,63.59,11.6251,0.02,0.86907
"2004","geno3",12,19,63.59,11.6251,0,0.90685
"2004","geno3",13,19,61.41,12.0422,1,0
"2004","geno3",13,19,61.41,12.0422,0.98,0.048013
"2004","geno3",13,19,61.41,12.0422,0.96,0.091887
"2004","geno3",13,19,61.41,12.0422,0.94,0.13935
"2004","geno3",13,19,61.41,12.0422,0.92,0.19619
"2004","geno3",13,19,61.41,12.0422,0.9,0.24379
"2004","geno3",13,19,61.41,12.0422,0.88,0.30215
"2004","geno3",13,19,61.41,12.0422,0.86,0.35265
"2004","geno3",13,19,61.41,12.0422,0.84,0.40066
"2004","geno3",13,19,61.41,12.0422,0.82,0.44785
"2004","geno3",13,19,61.41,12.0422,0.8,0.47351
"2004","geno3",13,19,61.41,12.0422,0.78,0.51771
"2004","geno3",13,19,61.41,12.0422,0.76,0.5596
"2004","geno3",13,19,61.41,12.0422,0.74,0.58858
"2004","geno3",13,19,61.41,12.0422,0.72,0.62003
"2004","geno3",13,19,61.41,12.0422,0.7,0.65563
"2004","geno3",13,19,61.41,12.0422,0.68,0.69123
"2004","geno3",13,19,61.41,12.0422,0.66,0.72765
"2004","geno3",13,19,61.41,12.0422,0.64,0.75828
"2004","geno3",13,19,61.41,12.0422,0.62,0.77051
"2004","geno3",13,19,61.41,12.0422,0.6,0.79801
"2004","geno3",13,19,61.41,12.0422,0.58,0.8245
"2004","geno3",13,19,61.41,12.0422,0.56,0.83609
"2004","geno3",13,19,61.41,12.0422,0.54,0.86032
"2004","geno3",13,19,61.41,12.0422,0.52,0.87086
"2004","geno3",13,19,61.41,12.0422,0.5,0.89487
"2004","geno3",13,19,61.41,12.0422,0.48,0.91805
"2004","geno3",13,19,61.41,12.0422,0.46,0.92964
"2004","geno3",13,19,61.41,12.0422,0.44,0.93543
"2004","geno3",13,19,61.41,12.0422,0.42,0.94702
"2004","geno3",13,19,61.41,12.0422,0.4,0.95364
"2004","geno3",13,19,61.41,12.0422,0.38,0.94123
"2004","geno3",13,19,61.41,12.0422,0.36,0.94123
"2004","geno3",13,19,61.41,12.0422,0.34,0.96523
"2004","geno3",13,19,61.41,12.0422,0.32,0.97599
"2004","geno3",13,19,61.41,12.0422,0.3,0.98758
"2004","geno3",13,19,61.41,12.0422,0.28,0.98013
"2004","geno3",13,19,61.41,12.0422,0.26,0.96523
"2004","geno3",13,19,61.41,12.0422,0.24,0.95364
"2004","geno3",13,19,61.41,12.0422,0.22,0.98013
"2004","geno3",13,19,61.41,12.0422,0.2,0.99172
"2004","geno3",13,19,61.41,12.0422,0.18,1
"2004","geno3",13,19,61.41,12.0422,0.16,1
"2004","geno3",13,19,61.41,12.0422,0.14,0.98758
"2004","geno3",13,19,61.41,12.0422,0.12,0.97197
"2004","geno3",13,19,61.41,12.0422,0.1,0.95824
"2004","geno3",13,19,61.41,12.0422,0.08,0.94868
"2004","geno3",13,19,61.41,12.0422,0.0599999999999999,0.94868
"2004","geno3",13,19,61.41,12.0422,0.04,0.94868
"2004","geno3",13,19,61.41,12.0422,0.02,0.94868
"2004","geno3",13,19,61.41,12.0422,0,0.92964
"2004","geno3",14,19,57.53,11.918,1,0.0059072
"2004","geno3",14,19,57.53,11.918,0.98,0.048101
"2004","geno3",14,19,57.53,11.918,0.96,0.088608
"2004","geno3",14,19,57.53,11.918,0.94,0.13502
"2004","geno3",14,19,57.53,11.918,0.92,0.17468
"2004","geno3",14,19,57.53,11.918,0.9,0.22246
"2004","geno3",14,19,57.53,11.918,0.88,0.26751
"2004","geno3",14,19,57.53,11.918,0.86,0.31561
"2004","geno3",14,19,57.53,11.918,0.84,0.36086
"2004","geno3",14,19,57.53,11.918,0.82,0.40253
"2004","geno3",14,19,57.53,11.918,0.8,0.43882
"2004","geno3",14,19,57.53,11.918,0.78,0.49891
"2004","geno3",14,19,57.53,11.918,0.76,0.55359
"2004","geno3",14,19,57.53,11.918,0.74,0.58819
"2004","geno3",14,19,57.53,11.918,0.72,0.62287
"2004","geno3",14,19,57.53,11.918,0.7,0.63629
"2004","geno3",14,19,57.53,11.918,0.68,0.66154
"2004","geno3",14,19,57.53,11.918,0.66,0.68692
"2004","geno3",14,19,57.53,11.918,0.64,0.71139
"2004","geno3",14,19,57.53,11.918,0.62,0.74852
"2004","geno3",14,19,57.53,11.918,0.6,0.78197
"2004","geno3",14,19,57.53,11.918,0.58,0.8
"2004","geno3",14,19,57.53,11.918,0.56,0.8182
"2004","geno3",14,19,57.53,11.918,0.54,0.84135
"2004","geno3",14,19,57.53,11.918,0.52,0.87426
"2004","geno3",14,19,57.53,11.918,0.5,0.88861
"2004","geno3",14,19,57.53,11.918,0.48,0.91814
"2004","geno3",14,19,57.53,11.918,0.46,0.92996
"2004","geno3",14,19,57.53,11.918,0.44,0.94768
"2004","geno3",14,19,57.53,11.918,0.42,0.95949
"2004","geno3",14,19,57.53,11.918,0.4,0.97131
"2004","geno3",14,19,57.53,11.918,0.38,0.98312
"2004","geno3",14,19,57.53,11.918,0.36,0.99056
"2004","geno3",14,19,57.53,11.918,0.34,0.98903
"2004","geno3",14,19,57.53,11.918,0.32,0.98397
"2004","geno3",14,19,57.53,11.918,0.3,0.98805
"2004","geno3",14,19,57.53,11.918,0.28,0.99578
"2004","geno3",14,19,57.53,11.918,0.26,1
"2004","geno3",14,19,57.53,11.918,0.24,0.98734
"2004","geno3",14,19,57.53,11.918,0.22,0.98397
"2004","geno3",14,19,57.53,11.918,0.2,0.99578
"2004","geno3",14,19,57.53,11.918,0.18,0.98903
"2004","geno3",14,19,57.53,11.918,0.16,0.99578
"2004","geno3",14,19,57.53,11.918,0.14,0.96709
"2004","geno3",14,19,57.53,11.918,0.12,0.96709
"2004","geno3",14,19,57.53,11.918,0.1,0.94768
"2004","geno3",14,19,57.53,11.918,0.08,0.94796
"2004","geno3",14,19,57.53,11.918,0.0599999999999999,0.94177
"2004","geno3",14,19,57.53,11.918,0.04,0.92996
"2004","geno3",14,19,57.53,11.918,0.02,0.90464
"2004","geno3",14,19,57.53,11.918,0,0.89198
"2004","geno3",15,19,52.23,11.6251,1,0
"2004","geno3",15,19,52.23,11.6251,0.98,0.038228
"2004","geno3",15,19,52.23,11.6251,0.96,0.080181
"2004","geno3",15,19,52.23,11.6251,0.94,0.12337
"2004","geno3",15,19,52.23,11.6251,0.92,0.16247
"2004","geno3",15,19,52.23,11.6251,0.9,0.21133
"2004","geno3",15,19,52.23,11.6251,0.88,0.25456
"2004","geno3",15,19,52.23,11.6251,0.86,0.29713
"2004","geno3",15,19,52.23,11.6251,0.84,0.34405
"2004","geno3",15,19,52.23,11.6251,0.82,0.38315
"2004","geno3",15,19,52.23,11.6251,0.8,0.42398
"2004","geno3",15,19,52.23,11.6251,0.78,0.46427
"2004","geno3",15,19,52.23,11.6251,0.76,0.50478
"2004","geno3",15,19,52.23,11.6251,0.74,0.54237
"2004","geno3",15,19,52.23,11.6251,0.72,0.58123
"2004","geno3",15,19,52.23,11.6251,0.7,0.61772
"2004","geno3",15,19,52.23,11.6251,0.68,0.6445
"2004","geno3",15,19,52.23,11.6251,0.66,0.68202
"2004","geno3",15,19,52.23,11.6251,0.64,0.71677
"2004","geno3",15,19,52.23,11.6251,0.62,0.74457
"2004","geno3",15,19,52.23,11.6251,0.6,0.77845
"2004","geno3",15,19,52.23,11.6251,0.58,0.81321
"2004","geno3",15,19,52.23,11.6251,0.56,0.83517
"2004","geno3",15,19,52.23,11.6251,0.54,0.86273
"2004","geno3",15,19,52.23,11.6251,0.52,0.88792
"2004","geno3",15,19,52.23,11.6251,0.5,0.90921
"2004","geno3",15,19,52.23,11.6251,0.48,0.92528
"2004","geno3",15,19,52.23,11.6251,0.46,0.93918
"2004","geno3",15,19,52.23,11.6251,0.44,0.95222
"2004","geno3",15,19,52.23,11.6251,0.42,0.96438
"2004","geno3",15,19,52.23,11.6251,0.4,0.97265
"2004","geno3",15,19,52.23,11.6251,0.38,0.98871
"2004","geno3",15,19,52.23,11.6251,0.36,0.98784
"2004","geno3",15,19,52.23,11.6251,0.34,1
"2004","geno3",15,19,52.23,11.6251,0.32,1
"2004","geno3",15,19,52.23,11.6251,0.3,0.99566
"2004","geno3",15,19,52.23,11.6251,0.28,0.99566
"2004","geno3",15,19,52.23,11.6251,0.26,0.98262
"2004","geno3",15,19,52.23,11.6251,0.24,0.98089
"2004","geno3",15,19,52.23,11.6251,0.22,0.98089
"2004","geno3",15,19,52.23,11.6251,0.2,0.98089
"2004","geno3",15,19,52.23,11.6251,0.18,0.98089
"2004","geno3",15,19,52.23,11.6251,0.16,0.96872
"2004","geno3",15,19,52.23,11.6251,0.14,0.95743
"2004","geno3",15,19,52.23,11.6251,0.12,0.9444
"2004","geno3",15,19,52.23,11.6251,0.1,0.9444
"2004","geno3",15,19,52.23,11.6251,0.08,0.92528
"2004","geno3",15,19,52.23,11.6251,0.0599999999999999,0.91312
"2004","geno3",15,19,52.23,11.6251,0.04,0.88792
"2004","geno3",15,19,52.23,11.6251,0.02,0.85056
"2004","geno3",15,19,52.23,11.6251,0,0.82798
"2004","geno3",16,19,47.12,10.2171,1,0
"2004","geno3",16,19,47.12,10.2171,0.98,0.029557
"2004","geno3",16,19,47.12,10.2171,0.96,0.082759
"2004","geno3",16,19,47.12,10.2171,0.94,0.11626
"2004","geno3",16,19,47.12,10.2171,0.92,0.15764
"2004","geno3",16,19,47.12,10.2171,0.9,0.20788
"2004","geno3",16,19,47.12,10.2171,0.88,0.26127
"2004","geno3",16,19,47.12,10.2171,0.86,0.32611
"2004","geno3",16,19,47.12,10.2171,0.84,0.36847
"2004","geno3",16,19,47.12,10.2171,0.82,0.39704
"2004","geno3",16,19,47.12,10.2171,0.8,0.44433
"2004","geno3",16,19,47.12,10.2171,0.78,0.48485
"2004","geno3",16,19,47.12,10.2171,0.76,0.51744
"2004","geno3",16,19,47.12,10.2171,0.74,0.55271
"2004","geno3",16,19,47.12,10.2171,0.72,0.58706
"2004","geno3",16,19,47.12,10.2171,0.7,0.62365
"2004","geno3",16,19,47.12,10.2171,0.68,0.65696
"2004","geno3",16,19,47.12,10.2171,0.66,0.6867
"2004","geno3",16,19,47.12,10.2171,0.64,0.72228
"2004","geno3",16,19,47.12,10.2171,0.62,0.74738
"2004","geno3",16,19,47.12,10.2171,0.6,0.77931
"2004","geno3",16,19,47.12,10.2171,0.58,0.80493
"2004","geno3",16,19,47.12,10.2171,0.56,0.82182
"2004","geno3",16,19,47.12,10.2171,0.54,0.84433
"2004","geno3",16,19,47.12,10.2171,0.52,0.86995
"2004","geno3",16,19,47.12,10.2171,0.5,0.89655
"2004","geno3",16,19,47.12,10.2171,0.48,0.90936
"2004","geno3",16,19,47.12,10.2171,0.46,0.93498
"2004","geno3",16,19,47.12,10.2171,0.44,0.93596
"2004","geno3",16,19,47.12,10.2171,0.42,0.96059
"2004","geno3",16,19,47.12,10.2171,0.4,0.96453
"2004","geno3",16,19,47.12,10.2171,0.38,0.97833
"2004","geno3",16,19,47.12,10.2171,0.36,0.99212
"2004","geno3",16,19,47.12,10.2171,0.34,1
"2004","geno3",16,19,47.12,10.2171,0.32,0.98719
"2004","geno3",16,19,47.12,10.2171,0.3,0.98425
"2004","geno3",16,19,47.12,10.2171,0.28,0.97438
"2004","geno3",16,19,47.12,10.2171,0.26,0.94778
"2004","geno3",16,19,47.12,10.2171,0.24,0.93498
"2004","geno3",16,19,47.12,10.2171,0.22,0.93498
"2004","geno3",16,19,47.12,10.2171,0.2,0.93399
"2004","geno3",16,19,47.12,10.2171,0.18,0.93399
"2004","geno3",16,19,47.12,10.2171,0.16,0.9202
"2004","geno3",16,19,47.12,10.2171,0.14,0.93399
"2004","geno3",16,19,47.12,10.2171,0.12,0.9064
"2004","geno3",16,19,47.12,10.2171,0.1,0.89261
"2004","geno3",16,19,47.12,10.2171,0.08,0.87882
"2004","geno3",16,19,47.12,10.2171,0.0599999999999999,0.85911
"2004","geno3",16,19,47.12,10.2171,0.04,0.83645
"2004","geno3",16,19,47.12,10.2171,0.02,0.81273
"2004","geno3",16,19,47.12,10.2171,0,0.75468
"2004","geno3",17,19,41.06,7.8501,1,0
"2004","geno3",17,19,41.06,7.8501,0.98,0.01877
"2004","geno3",17,19,41.06,7.8501,0.96,0.072492
"2004","geno3",17,19,41.06,7.8501,0.94,0.10874
"2004","geno3",17,19,41.06,7.8501,0.92,0.16209
"2004","geno3",17,19,41.06,7.8501,0.9,0.23008
"2004","geno3",17,19,41.06,7.8501,0.88,0.28978
"2004","geno3",17,19,41.06,7.8501,0.86,0.3301
"2004","geno3",17,19,41.06,7.8501,0.84,0.39417
"2004","geno3",17,19,41.06,7.8501,0.82,0.43785
"2004","geno3",17,19,41.06,7.8501,0.8,0.49566
"2004","geno3",17,19,41.06,7.8501,0.78,0.54304
"2004","geno3",17,19,41.06,7.8501,0.76,0.56876
"2004","geno3",17,19,41.06,7.8501,0.74,0.58964
"2004","geno3",17,19,41.06,7.8501,0.72,0.62654
"2004","geno3",17,19,41.06,7.8501,0.7,0.65566
"2004","geno3",17,19,41.06,7.8501,0.68,0.6835
"2004","geno3",17,19,41.06,7.8501,0.66,0.71415
"2004","geno3",17,19,41.06,7.8501,0.64,0.73916
"2004","geno3",17,19,41.06,7.8501,0.62,0.75858
"2004","geno3",17,19,41.06,7.8501,0.6,0.76764
"2004","geno3",17,19,41.06,7.8501,0.58,0.80129
"2004","geno3",17,19,41.06,7.8501,0.56,0.81489
"2004","geno3",17,19,41.06,7.8501,0.54,0.83819
"2004","geno3",17,19,41.06,7.8501,0.52,0.84962
"2004","geno3",17,19,41.06,7.8501,0.5,0.86667
"2004","geno3",17,19,41.06,7.8501,0.48,0.88608
"2004","geno3",17,19,41.06,7.8501,0.46,0.90356
"2004","geno3",17,19,41.06,7.8501,0.44,0.92233
"2004","geno3",17,19,41.06,7.8501,0.42,0.94045
"2004","geno3",17,19,41.06,7.8501,0.4,0.95858
"2004","geno3",17,19,41.06,7.8501,0.38,0.96764
"2004","geno3",17,19,41.06,7.8501,0.36,0.97346
"2004","geno3",17,19,41.06,7.8501,0.34,0.99612
"2004","geno3",17,19,41.06,7.8501,0.32,0.99094
"2004","geno3",17,19,41.06,7.8501,0.3,0.99094
"2004","geno3",17,19,41.06,7.8501,0.28,0.99353
"2004","geno3",17,19,41.06,7.8501,0.26,0.99094
"2004","geno3",17,19,41.06,7.8501,0.24,0.99094
"2004","geno3",17,19,41.06,7.8501,0.22,0.98317
"2004","geno3",17,19,41.06,7.8501,0.2,0.99223
"2004","geno3",17,19,41.06,7.8501,0.18,0.96375
"2004","geno3",17,19,41.06,7.8501,0.16,0.96117
"2004","geno3",17,19,41.06,7.8501,0.14,0.94239
"2004","geno3",17,19,41.06,7.8501,0.12,0.91715
"2004","geno3",17,19,41.06,7.8501,0.1,0.89903
"2004","geno3",17,19,41.06,7.8501,0.08,0.87961
"2004","geno3",17,19,41.06,7.8501,0.0599999999999999,0.86149
"2004","geno3",17,19,41.06,7.8501,0.04,0.82806
"2004","geno3",17,19,41.06,7.8501,0.02,0.78212
"2004","geno3",17,19,41.06,7.8501,0,0.72621
"2004","geno3",18,19,30.06,6.0499,1,0
"2004","geno3",18,19,30.06,6.0499,0.98,0.024524
"2004","geno3",18,19,30.06,6.0499,0.96,0.071938
"2004","geno3",18,19,30.06,6.0499,0.94,0.11935
"2004","geno3",18,19,30.06,6.0499,0.92,0.19456
"2004","geno3",18,19,30.06,6.0499,0.9,0.25505
"2004","geno3",18,19,30.06,6.0499,0.88,0.31404
"2004","geno3",18,19,30.06,6.0499,0.86,0.36459
"2004","geno3",18,19,30.06,6.0499,0.84,0.41364
"2004","geno3",18,19,30.06,6.0499,0.82,0.46269
"2004","geno3",18,19,30.06,6.0499,0.8,0.49539
"2004","geno3",18,19,30.06,6.0499,0.78,0.53463
