,Area,Area_leaf,Ei,Ei_leaf,clear_sky,daydate,density,incli_base,incli_top,infl,isolated,latitude,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,stage,w0_slp,wl_slp
0,0.8523635223,0.7883927089,0.0903977869234,0.0972914397596,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00595
1,0.8523637382,0.7883929619,0.0903291156246,0.0971802672998,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00595
2,0.8523642285,0.7883936198,0.0909463036856,0.0978520364736,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00805
3,0.8521579231,0.7881870489,0.0908550373456,0.0973906545279,1.0,2018-06-01,13.0,86.25,17.0,40.0,0.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00805
4,0.8521582497,0.7881873354,0.0908526108539,0.096355426309,1.0,2018-06-01,13.0,86.25,17.0,40.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00805
5,0.8521195997,0.7881489812,0.0906402877495,0.0961816018176,1.0,2018-06-01,13.0,86.25,17.0,40.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.007,0.00805
6,0.8503141124,0.7863434211,0.090732413694,0.0971335145249,1.0,2018-06-01,13.0,86.25,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.007,0.00805
7,0.8509252995,0.7869544903,0.0907282323738,0.0971269133542,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.007,0.00805
8,0.8509258555,0.7869552953,0.0909511094403,0.0974074305859,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.01,0.00805
9,0.8503820521,0.7864111107,0.0908794866601,0.0958471823259,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.425,0.13,16.0,0.01,0.00805
10,0.8509369102,0.7869659341,0.0907296324318,0.0958259565304,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.014,179.9,34.5,8000.0,140.0,0.425,0.13,16.0,0.01,0.00805
11,0.8759701613,0.7869657505,0.0880712586479,0.0941874310579,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.014,179.9,34.5,8000.0,200.0,0.425,0.13,16.0,0.01,0.00805
12,0.8881867039,0.7866625519,0.0871913328908,0.0949893418722,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.017,179.9,34.5,8000.0,230.0,0.5,0.1,16.0,0.007,0.0049
13,0.8881863878,0.7866620295,0.0865668996684,0.0943245974168,1.0,2018-06-01,13.0,63.75,17.0,28.0,0.0,0.0,-0.017,179.9,34.5,8000.0,230.0,0.5,0.1,16.0,0.007,0.007
14,0.8918243783,0.7903003637,0.0865566742183,0.092544883385,1.0,2018-06-01,13.0,63.75,17.0,40.0,0.0,0.0,-0.017,179.9,34.5,8000.0,230.0,0.5,0.1,16.0,0.007,0.007
15,0.8912802063,0.7897559517,0.0869977165987,0.0893586063857,1.0,2018-06-01,13.0,63.75,17.0,40.0,0.0,0.0,-0.017,179.9,34.5,8000.0,230.0,0.35,0.1,16.0,0.007,0.007
16,0.8912273181,0.7897030062,0.0866149719155,0.0882371232669,1.0,2018-06-01,13.0,63.75,17.0,40.0,0.0,0.0,-0.017,179.9,34.5,8000.0,230.0,0.35,0.07,16.0,0.007,0.007
17,0.888506259,0.7869822603,0.08699773399,0.089239313211,1.0,2018-06-01,13.0,86.25,17.0,40.0,0.0,0.0,-0.017,179.9,34.5,8000.0,230.0,0.35,0.07,16.0,0.007,0.007
18,0.888506217,0.7869822008,0.0868830353869,0.0887948892884,1.0,2018-06-01,13.0,86.25,17.0,40.0,0.0,0.0,-0.017,179.9,25.5,8000.0,230.0,0.35,0.07,16.0,0.007,0.007
19,0.8886742043,0.7871499636,0.0871428016596,0.0897318181036,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.017,179.9,25.5,8000.0,230.0,0.35,0.07,16.0,0.007,0.007
20,0.8886546185,0.7871303662,0.0870118549991,0.0896124419574,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.017,179.9,25.5,8000.0,230.0,0.35,0.07,16.0,0.01,0.007
21,0.8874785534,0.7859541437,0.0875422337127,0.0900473622822,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.023,179.9,25.5,8000.0,230.0,0.35,0.07,16.0,0.01,0.007
22,0.8624403442,0.7859542565,0.0896794966808,0.0921128605163,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.023,179.9,25.5,8000.0,170.0,0.35,0.07,16.0,0.01,0.007
23,0.8624404217,0.7859543316,0.0894263731321,0.0943909781213,1.0,2018-06-01,13.0,86.25,23.0,40.0,0.0,0.0,-0.023,233.87,25.5,8000.0,170.0,0.35,0.07,16.0,0.01,0.007
24,0.8753500545,0.7863458734,0.0880900335842,0.0951284771189,1.0,2018-06-01,13.0,97.5,26.0,40.0,0.0,0.0,-0.02,125.93,30.0,8000.0,200.0,0.5,0.07,16.0,0.007,0.00805
25,0.8753669291,0.78636275,0.0879045346855,0.0950007950507,1.0,2018-06-01,13.0,97.5,26.0,40.0,0.0,0.0,-0.02,125.93,30.0,8000.0,200.0,0.5,0.1,16.0,0.007,0.00805
26,0.8751477049,0.7861437084,0.0878976234661,0.0950874581164,1.0,2018-06-01,13.0,97.5,26.0,40.0,0.0,0.0,-0.026,125.93,30.0,8000.0,200.0,0.5,0.1,16.0,0.007,0.00805
27,0.8757047017,0.786700879,0.088045850558,0.0961990296287,1.0,2018-06-01,13.0,97.5,26.0,40.0,0.0,0.0,-0.026,125.93,30.0,8000.0,200.0,0.65,0.1,16.0,0.007,0.00805
