,Area,Area_leaf,Ei,Ei_leaf,clear_sky,daydate,density,incli_base,incli_top,infl,isolated,latitude,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,stage,w0_slp,wl_slp
0,0.6552651784,0.5912945794,0.18481072423,0.202553092834,1.0,1997-07-09,8.0,86.25,23.0,40.0,0.0,15.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,16.0,0.007,0.00595
1,0.655265245,0.5912946906,0.184645776192,0.202021133389,1.0,1997-07-09,8.0,86.25,23.0,40.0,0.0,15.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,16.0,0.007,0.00595
2,0.6552653359,0.5912946871,0.182960266652,0.200346054598,1.0,1997-07-09,8.0,86.25,23.0,40.0,0.0,15.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,16.0,0.007,0.00805
3,0.6551112663,0.5911406175,0.183191218338,0.200385146145,1.0,1997-07-09,8.0,86.25,17.0,40.0,0.0,15.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,16.0,0.007,0.00805
4,0.6551114899,0.5911407952,0.188414706949,0.203013448691,1.0,1997-07-09,8.0,86.25,17.0,40.0,0.0,15.0,-0.02,179.9,34.5,6000.0,140.0,0.575,0.1,16.0,0.007,0.00805
5,0.6550828523,0.5911122235,0.188612602603,0.203187908811,1.0,1997-07-09,8.0,86.25,17.0,40.0,0.0,15.0,-0.02,179.9,34.5,6000.0,140.0,0.575,0.13,16.0,0.007,0.00805
6,0.6537283545,0.589757412,0.188902593994,0.20460701213,1.0,1997-07-09,8.0,86.25,17.0,28.0,0.0,15.0,-0.02,179.9,34.5,6000.0,140.0,0.575,0.13,16.0,0.007,0.00805
7,0.6541858934,0.5902149937,0.188917076276,0.204562661156,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.02,179.9,34.5,6000.0,140.0,0.575,0.13,16.0,0.007,0.00805
8,0.6541877855,0.5902169569,0.18928418783,0.205016287739,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.02,179.9,34.5,6000.0,140.0,0.575,0.13,16.0,0.01,0.00805
9,0.6537790729,0.5898082011,0.187938818614,0.20093659174,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.02,179.9,34.5,6000.0,140.0,0.425,0.13,16.0,0.01,0.00805
10,0.6541951312,0.5902244407,0.188677941535,0.201727431987,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.014,179.9,34.5,6000.0,140.0,0.425,0.13,16.0,0.01,0.00805
11,0.679228684,0.5902247118,0.182125795097,0.197759243887,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.014,179.9,34.5,6000.0,200.0,0.425,0.13,16.0,0.01,0.00805
12,0.6915210269,0.5899966789,0.178608061776,0.197846367874,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.017,179.9,34.5,6000.0,230.0,0.5,0.1,16.0,0.007,0.0049
13,0.6915211765,0.589996633,0.178805479217,0.19803587418,1.0,1997-07-09,8.0,63.75,17.0,28.0,0.0,15.0,-0.017,179.9,34.5,6000.0,230.0,0.5,0.1,16.0,0.007,0.007
14,0.6942486492,0.5927245388,0.178903836841,0.19699814352,1.0,1997-07-09,8.0,63.75,17.0,40.0,0.0,15.0,-0.017,179.9,34.5,6000.0,230.0,0.5,0.1,16.0,0.007,0.007
15,0.6938402735,0.5923161288,0.17946996435,0.19167312515,1.0,1997-07-09,8.0,63.75,17.0,40.0,0.0,15.0,-0.017,179.9,34.5,6000.0,230.0,0.35,0.1,16.0,0.007,0.007
16,0.6938018377,0.5922774461,0.179382461737,0.190260247454,1.0,1997-07-09,8.0,63.75,17.0,40.0,0.0,15.0,-0.017,179.9,34.5,6000.0,230.0,0.35,0.07,16.0,0.007,0.007
17,0.6917601279,0.5902361904,0.179249962055,0.190191652067,1.0,1997-07-09,8.0,86.25,17.0,40.0,0.0,15.0,-0.017,179.9,34.5,6000.0,230.0,0.35,0.07,16.0,0.007,0.007
18,0.6917602701,0.5902363144,0.179246487092,0.189840390081,1.0,1997-07-09,8.0,86.25,17.0,40.0,0.0,15.0,-0.017,179.9,25.5,6000.0,230.0,0.35,0.07,16.0,0.007,0.007
