,Area,Area_leaf,Ei,Ei_leaf,clear_sky,daydate,density,incli_base,incli_top,infl,isolated,latitude,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,stage,w0_slp,wl_slp
0,0.4581669921,0.3941961176,0.279013677098,0.311562211174,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.02,233.87,25.5,4000.0,140.0,0.575,0.1,16.0,0.007,0.00595
1,0.4581667825,0.3941959454,0.275539955769,0.307445698614,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.02,233.87,34.5,4000.0,140.0,0.575,0.1,16.0,0.007,0.00595
2,0.458167216,0.3941963062,0.273655897744,0.305776119345,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.02,233.87,34.5,4000.0,140.0,0.575,0.1,16.0,0.007,0.00805
3,0.458064395,0.3940934816,0.273243473652,0.304759442735,1.0,1975-07-18,7.0,86.25,17.0,40.0,0.0,43.0,-0.02,233.87,34.5,4000.0,140.0,0.575,0.1,16.0,0.007,0.00805
4,0.4580644838,0.3940935249,0.283740221572,0.313553984275,1.0,1975-07-18,7.0,86.25,17.0,40.0,0.0,43.0,-0.02,179.9,34.5,4000.0,140.0,0.575,0.1,16.0,0.007,0.00805
5,0.4580459558,0.3940753404,0.28300268105,0.312646280739,1.0,1975-07-18,7.0,86.25,17.0,40.0,0.0,43.0,-0.02,179.9,34.5,4000.0,140.0,0.575,0.13,16.0,0.007,0.00805
6,0.4571426519,0.393171904,0.28000794079,0.310082799608,1.0,1975-07-18,7.0,86.25,17.0,28.0,0.0,43.0,-0.02,179.9,34.5,4000.0,140.0,0.575,0.13,16.0,0.007,0.00805
7,0.4574471652,0.3934763583,0.282159472526,0.31276109074,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.02,179.9,34.5,4000.0,140.0,0.575,0.13,16.0,0.007,0.00805
8,0.4574483296,0.3934773652,0.282087044251,0.312609316447,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.02,179.9,34.5,4000.0,140.0,0.575,0.13,16.0,0.01,0.00805
9,0.4571761962,0.3932053676,0.280706433122,0.306643240864,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.02,179.9,34.5,4000.0,140.0,0.425,0.13,16.0,0.01,0.00805
10,0.4574536177,0.3934830271,0.280719453957,0.306559786357,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.014,179.9,34.5,4000.0,140.0,0.425,0.13,16.0,0.01,0.00805
11,0.4824868944,0.3934829817,0.268040675294,0.298994982772,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.014,179.9,34.5,4000.0,200.0,0.425,0.13,16.0,0.01,0.00805
12,0.4948546513,0.3933302082,0.264536433269,0.300752493594,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.017,179.9,34.5,4000.0,230.0,0.5,0.1,16.0,0.007,0.0049
13,0.4948557676,0.3933315631,0.262404356614,0.298468434679,1.0,1975-07-18,7.0,63.75,17.0,28.0,0.0,43.0,-0.017,179.9,34.5,4000.0,230.0,0.5,0.1,16.0,0.007,0.007
14,0.4966746937,0.3951502306,0.266216447694,0.301492848503,1.0,1975-07-18,7.0,63.75,17.0,40.0,0.0,43.0,-0.017,179.9,34.5,4000.0,230.0,0.5,0.1,16.0,0.007,0.007
15,0.4964016166,0.3948774137,0.270882029081,0.29869048484,1.0,1975-07-18,7.0,63.75,17.0,40.0,0.0,43.0,-0.017,179.9,34.5,4000.0,230.0,0.35,0.1,16.0,0.007,0.007
16,0.496376296,0.3948519421,0.271670229637,0.297910985407,1.0,1975-07-18,7.0,63.75,17.0,40.0,0.0,43.0,-0.017,179.9,34.5,4000.0,230.0,0.35,0.07,16.0,0.007,0.007
17,0.4950153691,0.3934911036,0.264654015463,0.290018311856,1.0,1975-07-18,7.0,86.25,17.0,40.0,0.0,43.0,-0.017,179.9,34.5,4000.0,230.0,0.35,0.07,16.0,0.007,0.007
18,0.4950154106,0.3934911272,0.266536394358,0.2922733241,1.0,1975-07-18,7.0,86.25,17.0,40.0,0.0,43.0,-0.017,179.9,25.5,4000.0,230.0,0.35,0.07,16.0,0.007,0.007
19,0.4950996096,0.3935753262,0.265598061849,0.292318192446,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.017,179.9,25.5,4000.0,230.0,0.35,0.07,16.0,0.007,0.007
20,0.4950894202,0.3935650198,0.265719095452,0.292201869359,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.017,179.9,25.5,4000.0,230.0,0.35,0.07,16.0,0.01,0.007
21,0.4945022884,0.3929778079,0.265909616214,0.292611137923,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.023,179.9,25.5,4000.0,230.0,0.35,0.07,16.0,0.01,0.007
22,0.4694638809,0.392977753,0.278881651102,0.301945837353,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.023,179.9,25.5,4000.0,170.0,0.35,0.07,16.0,0.01,0.007
23,0.4694638101,0.3929776789,0.268155614174,0.293807317608,1.0,1975-07-18,7.0,86.25,23.0,40.0,0.0,43.0,-0.023,233.87,25.5,4000.0,170.0,0.35,0.07,16.0,0.01,0.007
