,Area,Area_leaf,Ei,Ei_leaf,clear_sky,daydate,density,incli_base,incli_top,infl,isolated,latitude,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,stage,w0_slp,wl_slp
0,0.8523635434,0.78839273,0.130113716559,0.139629565365,1.0,2018-06-01,9.0,86.25,23.0,40.0,0.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00595
1,0.8523637652,0.7883929889,0.130222203305,0.139339437507,1.0,2018-06-01,9.0,86.25,23.0,40.0,0.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00595
2,0.8523641823,0.7883935736,0.130379893655,0.139547584105,1.0,2018-06-01,9.0,86.25,23.0,40.0,0.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00805
3,0.8521578289,0.7881869547,0.130207723232,0.139102164021,1.0,2018-06-01,9.0,86.25,17.0,40.0,0.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00805
4,0.8521581268,0.7881872125,0.130387869608,0.138160612636,1.0,2018-06-01,9.0,86.25,17.0,40.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.1,16.0,0.007,0.00805
5,0.8521197594,0.7881491409,0.130446113699,0.138261911207,1.0,2018-06-01,9.0,86.25,17.0,40.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.007,0.00805
6,0.8503140915,0.7863434002,0.130693133958,0.139297885936,1.0,2018-06-01,9.0,86.25,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.007,0.00805
7,0.8509253366,0.7869545274,0.130674510147,0.139381942978,1.0,2018-06-01,9.0,63.75,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.007,0.00805
8,0.8509259185,0.7869553583,0.130854863615,0.139566690245,1.0,2018-06-01,9.0,63.75,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.575,0.13,16.0,0.01,0.00805
9,0.8503821309,0.7864111895,0.13088340609,0.137324899844,1.0,2018-06-01,9.0,63.75,17.0,28.0,0.0,0.0,-0.02,179.9,34.5,8000.0,140.0,0.425,0.13,16.0,0.01,0.00805
10,0.8509368859,0.7869659098,0.130627394516,0.137046327624,1.0,2018-06-01,9.0,63.75,17.0,28.0,0.0,0.0,-0.014,179.9,34.5,8000.0,140.0,0.425,0.13,16.0,0.01,0.00805
