,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0347333423,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00937995633794,0.0107815590091,0.0414780661,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00271414602463,0.00311970807429,0.0489021791,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.000630299299119,0.00072448195301,0.0568593588,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00966675009024,0.0111112070003,0.0648525697,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00795737412387,0.00914640703893,0.0724013177,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0326837412459,0.0375675186734,0.0788106254,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0446242021298,0.0512921863561,0.0833592404,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0302039129761,0.0347171413518,0.0854198214,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0589286352883,0.0677340635498,0.08431422,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.143497318886,0.164939446995,0.0803197953,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.201390181953,0.231482967762,0.0730748488,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.288745760512,0.331891678749,0.0638962421,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.371682060527,0.427220759227,0.052720607,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.536738848028,0.61694120463,0.0417477809,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.621826170184,0.714742724349,0.0310526026,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0347333412,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00768697192364,0.00883559991223,0.0414779976,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.000925682190583,0.00106400251791,0.0489020859,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0568592299,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00750479419641,0.00862620022576,0.064852683,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00686492862983,0.00789072256302,0.0724012771,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.017408278287,0.0200095152724,0.0788104911,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0305833264442,0.0351532487864,0.0833593239,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
