,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0347333423,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0414781046,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.048902202,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0568593772,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0648525828,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0724013694,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0015036764073,0.00172836368656,0.0788106094,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00363163585181,0.00417429408255,0.0833592247,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00174402760189,0.00200462942746,0.0854198373,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0118267573811,0.0135939740013,0.0843142634,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0925928980872,0.106428618491,0.0803197916,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0748017475508,0.0859790201733,0.0730747971,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.171691230272,0.197346241692,0.0638961854,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.324655176334,0.373166869349,0.052720607,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.477127421182,0.548422323197,0.0417477819,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.515437519218,0.592456918641,0.0310526211,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0347333412,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.041477985,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0489021176,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0568592617,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.064852659,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.072401291,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00201221452631,0.00231289026013,0.0788105388,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00274631699934,0.00315668620614,0.083359271,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00306448350672,0.00352239483531,0.0854199621,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0108081138898,0.0124231194136,0.0843142679,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0974102493376,0.111965803836,0.0803197972,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0690663170544,0.0793865713269,0.0730747459,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.15569849372,0.178963785885,0.0638961836,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.322137718173,0.37027323928,0.0527206179,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.493734210453,0.567510586727,0.0417477614,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.536554881667,0.616729749043,0.0310526161,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
2,0.0,0.0,0.0347333355,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0,0.0,0.0414780605,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0,0.0,0.0489021913,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0,0.0,0.0568592576,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0,0.0,0.0648526279,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0,0.0,0.0724013738,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.00151118634998,0.00173699580457,0.0788106265,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.00235612761699,0.00270819266321,0.0833591583,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.00265857774959,0.00305583649378,0.0854198479,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0118554634731,0.0136269695093,0.0843143146,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.106756014449,0.122708062585,0.0803199197,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.0630273351747,0.0724452128444,0.0730742578,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.155205081924,0.17839664589,0.0638963578,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.319092965867,0.366773523986,0.0527208903,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.495686938636,0.569755101881,0.0417477035,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
2,0.540246033348,0.620972452124,0.0310526441,1.0,11.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0,0.0,0.0347333442,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0,0.0,0.0414780964,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0,0.0,0.0489020211,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0,0.0,0.0568340166,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0,0.0,0.0648727473,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0,0.0,0.0723785548,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.00256059181252,0.00294320897991,0.0787664711,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.00361360947239,0.0041535741062,0.0833428635,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.00206162843636,0.00236968785789,0.0854139795,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0212995239903,0.0244822114831,0.0843998278,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.145309336166,0.167022225478,0.0802498649,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.0893646418783,0.10271797917,0.0732079758,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.183830804726,0.211299775547,0.0639022909,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.265733950521,0.305441322438,0.0530626124,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.418121750856,0.480599713628,0.041670171,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
3,0.469888994282,0.540102292278,0.0308289615,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
4,0.0,0.0,0.0347333442,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,179.9,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
4,0.0,0.0,0.0414781183,1.0,11.0,86.25,17.0,40.0,0.0,-0.02,179.9,34.5,10000.0,140.0,0.575,0.1,0.007,0.00805
