,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0208400136,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00583562212988,0.00670761164354,0.024886805,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0018652391857,0.00214395308701,0.0293413276,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0052940564657,0.00608512237437,0.0341155447,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0302823371851,0.0348072841208,0.038911612,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0105953717411,0.0121785882081,0.0434407719,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0341286673103,0.0392283532302,0.0472863448,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.128268187177,0.147434697904,0.0500155703,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0419968288835,0.0482722171074,0.0512519164,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.104874175208,0.120545028975,0.0505886193,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.290411934543,0.333806821313,0.0481919066,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.215443567525,0.247636284511,0.0438447957,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.3226496296,0.370861643218,0.0383375816,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.410312973984,0.471624108028,0.0316325621,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.583388218011,0.670561170128,0.0250486789,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.656660430344,0.754782103843,0.0186315982,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0208399957,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00107805218833,0.00123914044636,0.0248867859,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00236465573479,0.00271799509746,0.0293413337,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00389933992457,0.0044819999133,0.0341155556,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.022570547972,0.0259431585885,0.0389115792,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0103982991987,0.0119520680445,0.0434408883,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0326429271733,0.0375206059463,0.0472863896,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.118754661827,0.136499611296,0.0500155519,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0403369162759,0.0463642715815,0.0512518873,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,6000.0,140.0,0.575,0.1,0.007,0.00595
