,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0347333423,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0414780937,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0489021872,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.056859386,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0648526073,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0724013647,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0788106235,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0833592711,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00170218520388,0.00195653471711,0.0854198372,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00763247838666,0.00877296366283,0.0843142533,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0647683779927,0.0744464114859,0.0803197879,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0460395088415,0.0529189756799,0.0730748027,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.146327563304,0.168192601499,0.0638961982,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.308628337682,0.354745215727,0.052720607,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.458653540288,0.527187977342,0.0417477816,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.489431824712,0.562565315761,0.0310526177,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0347333412,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0414779835,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0489020921,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0568592614,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0648526591,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.072401296,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0788104469,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0833592532,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00172868710049,0.00198699666722,0.0854199577,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0058047696252,0.00667214899449,0.0843142601,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.071709926012,0.0824252023126,0.0803198086,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0455281247132,0.0523311778313,0.0730747398,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.135058319406,0.155239447593,0.063896176,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.30465670001,0.350180114954,0.0527206278,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.466024715208,0.535660592193,0.0417477614,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
