,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0208400136,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0248868055,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0293413195,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00127675181312,0.00146753081968,0.0341155568,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0389115959,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0434407739,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00619455120705,0.0071201738012,0.0472863517,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.041678459929,0.0479062757805,0.0500155497,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0056678817639,0.00651480662517,0.0512519204,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0490961138261,0.0564323147426,0.0505886187,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
0,0.249084421174,0.286303932384,0.0481919052,1.0,12.5,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,6000.0,140.0,0.575,0.1,0.007,0.00595
