,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0277866684,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0133982861778,0.01540032894,0.0331824626,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0116996936965,0.0134479237891,0.0391217589,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00332448386022,0.00382124581634,0.0454874162,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.030129367195,0.034631456546,0.0518821406,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0158271212874,0.0181920934338,0.0579211347,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.054189256755,0.0622865020172,0.0630484846,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0794585516125,0.0913316685201,0.0666874218,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0491086209054,0.0564466906959,0.0683357837,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0962786976486,0.110665169711,0.0674515759,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.218731113467,0.251415072951,0.0642557927,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.241553359815,0.277647540017,0.0584597111,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.338327885364,0.388882626855,0.0511166939,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.397300152419,0.456666841861,0.0421768728,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.573446946519,0.659134421286,0.0333982449,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
0,0.670571287845,0.770771595224,0.0248421704,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,8000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0277866861,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0224014042699,0.0257487405401,0.0331824816,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00706728950279,0.00812332126758,0.0391217514,1.0,7.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,8000.0,140.0,0.575,0.1,0.007,0.00595
