,Eabs,Ei,area,clear_sky,density,incli_base,incli_top,infl,isolated,lm_slp,phyllotactic_angle,phyllotactic_deviation,plant_area,plant_height,rmax,skew,w0_slp,wl_slp
0,0.0,0.0,0.0347333423,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0414780978,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0489021644,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0,0.0,0.0568593692,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00109168426777,0.00125480950318,0.0648525788,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00168301864377,0.00193450418824,0.0724013673,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.00690107926323,0.0079322750152,0.0788106069,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0201416248179,0.0231512928941,0.0833592034,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0108078833676,0.0124228544455,0.085419866,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.0277725685374,0.0319224925718,0.0843142342,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.116900110763,0.134367943405,0.0803197953,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.129513759014,0.148866389672,0.0730748128,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.21589880926,0.248159550874,0.0638961769,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.345576422422,0.397214278646,0.052720607,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.506345163989,0.58200593562,0.0417477809,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
0,0.568344835181,0.653269925495,0.0310526199,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,25.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0347333412,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0414779908,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0489020821,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.0,0.0,0.0568592532,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
1,0.00198929459891,0.00228654551599,0.0648526659,1.0,9.0,86.25,23.0,40.0,0.0,-0.02,233.87,34.5,10000.0,140.0,0.575,0.1,0.007,0.00595
